,sa_finance1_cocode,sa_company_name,sa_finance1_year,sa_total_income,sa_sales,sa_total_assets,sa_pat,sa_total_liabilities,sa_gross_working_capital_cosm,sa_current_assets_incl_st_invest_loans,sa_current_liabilities,sa_cash_bal,sa_st_trade_bills_receivables,sa_debtors_more_6m,sa_st_trade_receivables,sa_nf_operating_expenses,sa_f_operating_expenses,sa_dep_owned_ast,sa_retained_profits,sa_pbit,sa_interest_inc,sa_interest_exp,sa_st_inventories,sa_pbdita_net_of_peoifi,sa_pbpt_net_of_peoi,sa_total_capital,sa_gross_fixed_assets,sa_pbdita,sa_cost_of_goods_sold,sa_cost_of_sales,sa_total_expense,sa_net_sales,sa_depreciation,sa_non_current_assets,sa_net_fixed_assets,sa_gross_fixed_assets.1,sa_non_fin_services_inc,sa_inc_fin_serv,sa_net_working_capital,sa_non_current_liabilities,sa_tot_inc_net_of_pe,sa_sales_n_chg_in_stk,sa_chg_in_assets_with_no_chg_in_efficiency,sa_chg_in_efficiency_with_no_chg_in_assets,sa_chg_in_efficiency_on_chg_in_assets,sa_reported_pat,sa_diff_in_pat,sa_pbpt,sa_pbt,sa_pbit_net_of_peoifi,sa_cash_profit,sa_equity_div_inc_dist_pc_pat,sa_sales_net_fixed_assets,sa_total_income_avg_tot_asset_net_miscexp_now_reval,sa_chg_in_efficiency_in_use_of_assets,sa_pc_chg_in_efficiency_with_no_chg_in_assets,sa_pc_chg_in_assets_with_no_chg_in_efficiency,sa_pc_chg_in_efficiency_on_chg_in_assets,sa_total_div_pc_pat,sa_total_interest_exp,sa_nf_oper_exp_pc_total_exp,sa_f_oper_exp_pc_total_exp,sa_fin_serv_exp_pc_total_exp,sa_pbpt_net_of_peoi_inc_fin_serv,sa_pat_cont_ops_pc_inc_cont_ops,sa_pat_discont_ops_pc_inc_discont_ops,sa_total_provisions_pc_pbdita,sa_write_offs_pc_pbdita,sa_depreciation_pc_pbdita,sa_amortisation_pc_pbdita,sa_fin_serv_exp_pc_pbdita,sa_prov_direct_tax_pc_pbdita,sa_pat_pc_pbdita,sa_pbdita_pc_total_inc,sa_pbt_pc_total_inc,sa_pat_pc_total_inc,sa_cash_profit_pc_total_inc,sa_pat_net_of_pe_pc_tot_inc_net_of_pe,sa_pat_net_of_pe_pc_avg_networth,sa_pat_pc_avg_networth,sa_cash_profit_pc_avg_networth,sa_pbpt_net_of_peoi_pc_avg_capital_employed,sa_pat_net_of_pe_pc_avg_capital_employed,sa_pat_pc_avg_capital_employed,sa_pat_net_of_pe_pc_avg_tot_asset_net_menow_reval,sa_pc_chg_in_profitability_with_no_chg_in_income,sa_st_trade_bills_receivables_pc_current_assets_incl_st_invest_loans,sa_quick_ratio,sa_current_ratio,sa_debt_equity,sa_cash_n_bank_no_fd_security_current_liab_n_prov,sa_cash_n_bank_no_fd_security_cost_of_sales_per_day,sa_rawmat_stores_spares_avg_stk_rawmat_stores,sa_cost_of_goods_sold_avg_stk_fg,sa_sales_avg_debtors,sa_creditors_turnover,sa_total_inc_net_of_pe_compensation_to_empl,sa_sales_avg_gfa_net_of_reval,sa_sales_net_repairs_avg_nfa_net_of_reval,equity_facevalue_on_stkdate,eps_on_stkdate,equity_bv_on_stkdate,high_price,stock_returns,market_cap,pe,pb,traded_qty
20935,444974,M E P INFRASTRUCTURE DEVELOPERS LTD.,2018,14908.8,14664.0,20299.2,401.6,20299.2,576.1696,8952.8,9282.1,56.2,876.2,0.7,876.2,12566.7,13086.3,1184.1,372.2,1153.4,96.7,466.5,,2097.3,490.5,1625.7,13799.7,2337.5,13113.8,13742.6,14507.2,14634.4,1184.1,11346.4,731.0,13799.7,8324.2,96.9,-2877.5,4626.4,14866.3,14664.0,999.8192,5169.504,637.9768,401.6,0.0,633.8,633.8,913.2,1581.7,6.0757,2006.0192,0.7648,3.1788,75.9406,14.6875,9.934,6.0757,466.5,86.6239,90.2056,3.5817,5.0619,2.6937,0.0,0.0,0.0,50.6567,0.0,22.2289,9.9337,17.1807,15.6787,4.2512,2.6937,10.6092,2.4465,5.8921,6.5061,25.6241,4.9351,3.6593,4.0406,1.8657,17.6892,9.7869,0.2204,0.6904,0.5719,0.0007,3.7476,,,23.8517,5.2873,32.0533,1.0399,12.4064,10.0,2.6776,8130.2,105.65,1.1266,16265.0476,61.2389,2.6062,9827788.0
20943,445202,QUESS CORP LTD.,2018,45220.9,44108.1,39173.9,2592.6,39173.9,29501.0964,19832.1,9630.8,3.3,5767.5,,5767.5,41671.2,42138.7,353.2,2592.6,3196.5,220.1,448.9,65.1,2436.9,2005.2,1454.8,8654.1,3549.7,27706.78,41999.5,42628.3,44079.5,353.2,19341.8,7823.5,8654.1,44108.1,389.0,5043.2,2527.4,44500.0,44108.1,27122.2774,-9245.2515,-7248.7259,2592.6,0.0,2729.0,2611.3,2083.7,1993.8,0.0,563.7899,1.4245,0.7618,-86.9871,255.1892,-66.9967,0.0,448.9,97.7548,98.8515,1.0967,5.1548,5.7332,0.0,0.2254,3.0904,9.9501,0.0,13.1701,0.5268,73.0372,7.8497,5.7745,5.7332,4.409,4.2061,10.3443,14.3285,11.0191,8.2158,7.6688,10.6226,5.8962,55.1856,29.0816,1.3877,1.3985,0.3081,0.6757,56.1472,1.6742,,9.512,2.1269,1.2102,5.2893,5.7418,10.0,13.6035,25780.3,1303.15,1.0626,185317.7459,99.0104,7.8476,6890064.0
20953,446688,CAPTAIN PIPES LTD.,2018,460.2,458.3,332.6,-15.0,332.6,245.0837,221.7,216.7,0.8,64.0,39.5,64.0,431.9,452.5,8.6,-15.0,-0.8,0.4,18.6,140.3,5.9,-22.7,41.6,137.0,7.8,416.7,461.0,454.7,435.0,8.6,110.9,95.9,137.0,,0.6,-2.6,32.6,460.2,437.8,-13.7156,-130.1542,2.9698,-15.0,0.0,-21.4,-21.4,-2.7,-12.8,,477.8936,1.3349,17.5031,92.3735,9.7343,-2.0915,,18.6,94.9857,99.5162,4.5305,-37.8333,-3.2595,0.0,0.0,0.0,110.2564,0.0,264.1026,-82.0513,-192.3077,1.6949,-4.6502,-3.2595,-2.7814,-3.2595,-17.0261,-17.0261,-14.5289,-12.3841,-8.1833,-8.1833,-4.351,125.2339,28.8678,0.3314,0.9881,1.1001,0.0384,9.4219,4.1457,7.2344,6.5706,2.8339999999999996,38.6723,3.3538,4.5899,10.0,-3.3425,81.4,67.0,1.1,266.1478,,3.2696,39000.0
20966,449479,FUTURE LIFESTYLE FASHIONS LTD.,2018,46394.6,46061.6,34958.0,1105.1,34958.0,24768.1141,19777.8,14610.8,45.5,1746.7,,1746.7,42538.1,43485.3,1493.3,921.9,2504.2,234.2,793.6,14521.6,3884.1,1677.8,380.8,11208.1,3997.5,32746.28,43670.8,45650.1,42112.9,1493.3,15180.2,9003.2,11208.1,46061.6,234.2,4292.7,5919.4,46394.6,46422.2,-2793.7101,8437.2448,-570.4347,1105.1,0.0,1557.0,1555.7,2390.8,2722.2,13.7725,511.6136,1.3599,-2.0508,166.3134,-55.0691,-11.7366,13.7725,793.6,93.1829,95.2578,2.0749,7.164,2.3819999999999997,0.0,0.0325,0.0,37.3558,0.0,23.6948,11.272,27.6448,8.6163,3.3532,2.3819999999999997,5.8675,2.8553,9.9148,8.2712,20.3745,8.2317,6.4993,5.4219,3.883,180.8631,8.8316,0.273,1.2843,0.5204,0.0493,2.6779,11.5729,2.2904,24.2117,2.5683,19.0869,4.8447,5.7482,2.0,7.9813,15868.8,482.0,1.1147,88904.2205,67.1127,6.4041,19203749.0
20987,453496,RITHWIK FACILITY MGMT. SERVICES LTD.,2018,209.6,209.4,156.4,6.3,156.4,7.0835,87.4,27.5,0.3,8.7,,8.7,196.7,197.3,2.4,6.3,10.5,,0.5,,12.7,9.7,30.6,29.4,12.9,142.34,199.1,203.3,209.4,2.4,69.0,20.5,29.4,62.9,,46.6,10.7,209.6,209.4,59.2143,-50.5779,-13.9364,6.3,0.0,9.9,9.9,10.3,8.4,0.0,1021.4634,1.7861,-0.2091,954.2997,-1117.2508,260.3516,0.0,0.5,96.7536,97.0487,0.2951,,3.0057,0.0,0.0,0.0,18.6047,0.0,4.6512,27.906999999999996,48.8372,6.1546,4.7233,3.0057,4.0076,3.0057,9.375,9.375,12.5,12.5242,8.1343,8.1343,5.3686,-59.3034,9.9542,2.3926,2.4294,0.1326,1.4571,87.0794,,,28.1074,10.6069,6.8497,9.245,14.100999999999999,10.0,2.0915,113.1,60.0,1.1985,143.361,22.5857,1.3423,453000.0
20995,453648,ATISHAY LTD.,2018,239.1,227.1,350.3,30.3,350.3,37.0704,89.0,30.3,0.5,53.1,23.7,53.1,179.0,184.3,13.5,30.3,46.2,0.4,4.1,3.8,47.9,29.7,109.8,225.9,59.7,150.36,192.5,208.6,226.7,13.5,261.3,198.6,225.9,227.1,0.6,50.2,28.2,238.0,226.9,13.5347,5.2427,0.3225,30.3,0.0,40.9,40.9,34.4,43.3,0.0,114.3505,0.7125,0.982,27.4489,70.8624,3.7824,0.0,4.1,85.8102,88.3509,2.5407,49.5,12.6725,0.0,0.0,0.0,22.6131,0.0,8.8777,17.7554,50.7538,24.9686,17.1058,12.6725,18.1096,12.3529,10.6271,10.9525,15.6515,9.4211,9.3259,9.6114,8.7604,-352.9412,59.6629,2.495,2.6568,0.1175,0.505,34.8883,,250.6,5.6005,10.9255,4.8374,1.0292,1.1327,10.0,3.3967,294.7,119.0,1.0995,1288.6594,53.6941,4.6691,123948.0
21023,457055,R & B DENIMS LTD.,2018,2205.5,2173.6,1111.9,58.4,1111.9,430.9332,683.1,563.7,1.0,353.0,,353.0,2140.3,2185.8,64.4,58.4,115.6,2.5,42.8,243.9,148.1,69.9,139.9,406.4,180.0,2005.17,2089.6,2261.9,2173.6,64.4,428.8,260.7,406.4,56.3,31.7,35.0,170.1,2205.5,2288.4,432.1588,-256.4527,-53.2061,58.4,0.0,70.1,70.1,83.7,118.9,0.0,833.7553,2.3523,0.7604,-209.3491,352.7827,-42.501999999999995,0.0,42.8,94.624,96.6356,2.0116,2.205,2.6479,0.0,0.0,0.0,35.7778,0.0,25.2778,6.5,32.4444,8.1614,3.1784,2.6479,5.3911,2.6479,17.7238,17.7238,36.085,9.8078,8.1942,8.1942,6.2287,94.9645,51.6762,0.6409,1.06,1.2042,0.0353,5.5896,19.8935,27.5625,8.91,10.8205,25.9166,5.3676,7.4553,10.0,4.173,358.9,62.2,1.2,832.6839,12.9403,2.7747,85000.0
21028,457276,APOLLO MICRO SYSTEMS LTD.,2018,2219.9,2204.6,4634.7,191.7,4634.7,2105.0468,4031.1,1842.5,0.3,1161.6,,1161.6,2147.6,2281.4,65.0,191.7,443.4,15.3,90.0,1717.9,493.1,309.6,207.6,394.6,508.4,1716.13,1776.1,2464.3,2204.2,65.0,603.6,290.5,394.6,37.3,15.3,1090.6,169.1,2219.9,2640.7,1176.6463,-622.7308,-361.4155,191.7,0.0,309.6,309.6,428.1,309.5,0.0,758.8985,0.6259,0.1478,-323.4965,611.2448,-182.1104,0.0,90.0,87.1485,92.57799999999999,5.4295,20.2353,8.6355,0.0,0.0,0.0,12.7852,0.0,26.3179,23.1904,37.7065,22.9019,13.9466,8.6355,13.9421,8.6355,12.0113,12.0113,19.3922,12.543,7.7665,7.7665,5.4049,41.8936,28.816,0.6462,1.5711,0.33899999999999997,0.038,14.9198,5.9509,4.9222,2.3501,2.71,29.9986,6.0095,7.4682,10.0,12.6325,2598.6,480.0,1.1457,9428.8806,68.4741,3.6603,1038204.0
21040,459845,MOKSH ORNAMENTS LTD.,2018,3100.2,3098.3,621.8,39.2,621.8,515.6467,600.7,344.2,0.2,98.6,,98.6,2787.3,2816.7,0.2,39.2,88.0,1.9,23.3,433.8,86.4,58.6,107.3,,88.3,2999.89,3012.1,2836.4,3098.3,0.2,21.1,18.5,,1.2,1.9,214.6,,3100.2,2873.7,451.504,209.8973,39.4988,39.2,0.0,58.6,58.6,86.1,39.5,0.0,16747.5676,5.4195,7.7362,29.9468,64.4177,5.6784,0.0,23.3,98.2689,99.3055,1.0365,30.8421,1.2644,0.0,0.0,0.0,0.2265,0.1133,33.2956,21.9706,44.3941,2.8482,1.8902,1.2644,1.2741,1.2644,21.3043,21.3043,21.4674,10.9913,7.3525,7.3525,6.8525,-8.0783,16.4142,0.3971,1.5902,1.3166,0.126,5.5499,15.812000000000001,14.3295,33.7138,289.09,430.5833,309.83,166.5753,10.0,3.6526,258.2,62.45,1.1993,571.4796,18.4348,2.5835,2268000.0
21057,465964,CAPACIT'E INFRAPROJECTS LTD.,2018,13600.1,13368.3,18064.1,787.5,18064.1,5021.4297,12171.9,7730.1,3.0,4146.6,,4146.6,11707.5,12105.0,672.2,756.2,1607.7,203.0,229.4,2155.6,2048.1,1208.7,678.9,5041.6,2279.9,11962.17,12991.2,13199.9,13348.8,672.2,5892.2,4099.2,5041.6,73.6,230.3,3198.5,2376.4,13600.1,13755.6,5369.2853,-2155.7161,-1015.1692,787.5,0.0,1210.2,1207.1,1375.9,1605.8,3.2889,326.1197,0.9296,0.4693,-98.0584,244.236,-43.9627,3.2889,229.4,88.6939,91.7052,3.0114,5.2484,5.7904,0.0,0.136,0.0,29.4837,0.0,17.435,18.4043,34.541,16.7638,8.8757,5.7904,11.8073,5.7904,15.0898,15.0898,30.7698,16.2667,10.5982,10.5982,5.3825,-31.9131,34.067,1.0817,1.3904,0.3238,0.3908,97.1754,13.6818,,3.1904,2.63,11.6609,2.9875,3.6347,10.0,12.5774,7722.3,423.95,1.102,27791.3843,33.4433,3.6401,1901458.0
21082,468516,L & T TECHNOLOGY SERVICES LTD.,2018,37105.0,35711.6,27303.0,4894.0,27303.0,7114.2078,18128.0,4846.0,66.0,9531.0,,9531.0,29589.0,29593.0,576.0,3686.0,6931.0,1.0,4.0,,6122.6,6778.6,205.0,7310.0,7507.0,18740.2,30109.0,32211.0,35683.6,576.0,9175.0,5530.0,7310.0,35066.0,1236.0,10497.0,1374.0,36948.0,35711.6,5118.6175,-173.9548,-27.6627,4894.0,0.0,6927.0,6834.0,5546.6,5455.0,21.2914,645.7794,1.4817,1.431,-3.5378,104.1004,2.8753,21.2914,4.0,91.8599,91.8723,0.0124,5.4843,13.1896,0.0,0.9191,0.3197,7.6728,0.0,0.0533,25.8425,65.1925,20.2318,18.418,13.1896,14.7015,12.8451,27.1448,27.9913,31.2,38.7703,27.1448,27.9913,18.9514,-32.1962,52.5761,2.6542,2.6774,0.0,0.5802,17.4202,,,4.2322,1.1176,1.6085,5.0164,6.4235,2.0,50.2635,30325.0,1855.0,1.2,182637.8712,36.9104,8.1007,1221193.0
21092,468995,INTELLECT DESIGN ARENA LTD.,2018,7028.1,6714.8,11752.5,328.5,11752.5,2477.0603,5806.8,2541.9,,2761.3,793.9,2761.3,6161.0,6320.6,251.4,328.5,615.7,47.8,137.3,,553.8,255.5,627.6,4137.2,867.1,4870.67,7296.6,6699.6,6710.8,251.4,5945.7,2001.1,4137.2,6714.8,112.7,1911.2,1339.9,6867.6,6714.8,1217.8041,266.599,59.1969,328.5,0.0,456.1,350.5,302.4,618.8,0.0,335.5554,0.6611,0.7991,17.2712,78.8938,8.3619,0.0,137.3,91.9607,94.3429,2.3822,2.2671,4.6741,0.0,8.9955,3.1830000000000003,28.9932,0.0,18.4062,2.5372,37.8849,12.3376,4.9871,4.6741,8.8047,2.4463,2.6430000000000002,5.1679,9.7349,3.0805,2.0255,3.9606,1.5802,95.8741,47.5529,1.6048,1.7073,0.2134,0.1446,6.0628,,,2.9457,0.9444,1.4605,1.7423,3.6746,5.0,7.7818,8081.2,283.7,1.1495,36279.6753,163.6344,4.4894,4951725.0
21100,469754,GREENLAM INDUSTRIES LTD.,2018,10753.8,10718.1,7933.1,592.0,7933.1,4569.6035,4147.1,2921.7,7.5,1447.9,138.3,1447.9,9441.6,9607.5,331.2,548.4,1080.2,6.9,155.4,2410.0,1376.0,893.2,120.7,5552.9,1411.4,7566.76,9657.9,10261.3,10607.0,331.2,3786.0,3212.5,5552.9,,14.3,1065.0,1294.8,10740.0,10817.6,130.44799999999998,427.8746,5.4775,592.0,0.0,914.3,896.6,1044.8,919.6,6.1149,333.6374,1.3948,5.7855,75.8912,23.1373,1.0526,6.1149,155.4,92.0117,93.6285,1.6168,62.4615,5.505,0.0,1.2541,0.0,23.4661,0.0,11.7543,21.5814,41.9442,13.1247,8.3375,5.505,8.5514,5.3864,17.4832,17.8911,27.7917,16.1817,10.4805,10.725,7.5034,80.4013,34.9136,0.5332,1.3588,0.57,0.0184,2.0635,4.2917,14.5529,7.8812,4.7469,7.6057,2.0014,3.3829,5.0,24.5356,3687.9,1350.0,1.1434,32222.0593,54.4108,9.2803,534761.0
